"","PROBEID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TC0200015559.hg.1","TC0200015559.hg.1","PLEKHM3","pleckstrin homology domain containing M3",-0.354419620853569,6.30082673696214,-2.555040455705,0.0152986481871772,0.0376899052858843,-4.09043292967928
"TC1200009748.hg.1","TC1200009748.hg.1","ZNF384","zinc finger protein 384",-0.431042860395672,6.12412206126623,-2.5544121161245,0.015321708143199,0.0377419882330028,-4.09180782932345
"TC1300007074.hg.1","TC1300007074.hg.1","CBY2","chibby family member 2",0.318741822891184,4.78414362425816,2.55340434910826,0.0153587597698494,0.0378285195233097,-4.09401249639717
"TC0200016595.hg.1","TC0200016595.hg.1","RPL37A","ribosomal protein L37a",-0.357932208192992,9.49269741163427,-2.55277537339333,0.0153819264678792,0.0378808349416203,-4.09538819393335
"TC0100016263.hg.1","TC0100016263.hg.1","TMCO1","transmembrane and coiled-coil domains 1",0.595319096294103,4.86289597909583,2.55268068695757,0.0153854167795722,0.0378846865911914,-4.095595272602
"23072014","23072014",NA,NA,0.368746107491727,5.92382920051489,2.55253935548633,0.0153906278654704,0.037888030821155,-4.09590435405265
"23072553","23072553",NA,NA,0.368746107491727,5.92382920051489,2.55253935548633,0.0153906278654704,0.037888030821155,-4.09590435405265
"TC1600010656.hg.1","TC1600010656.hg.1","CENPT","centromere protein T",0.333081461858671,4.87615115377121,2.55247844283053,0.0153928742993185,0.0378888183785603,-4.09603756195813
"TC1700007913.hg.1","TC1700007913.hg.1","RAMP2","receptor activity modifying protein 2",0.399855361725444,4.51316005448093,2.55238636042014,0.0153962708333121,0.0378924363006819,-4.09623892991775
"TC0200013113.hg.1","TC0200013113.hg.1","LOXL3","lysyl oxidase like 3",0.27457755684997,4.91731719845967,2.55205658894537,0.0154084403735755,0.0379176422456344,-4.09696004168386
"TC0600007284.hg.1","TC0600007284.hg.1","H4C5","H4 clustered histone 5",0.604785382390608,8.30364554164424,2.55184736386178,0.0154161659810712,0.0379319074627458,-4.09741752190964
"TC0200011703.hg.1","TC0200011703.hg.1","CYS1","cystin 1",0.279156956488907,7.14136078245189,2.55118785123789,0.0154405417050241,0.037987132063136,-4.09885941095548
"TC1900009742.hg.1","TC1900009742.hg.1","FBXW9","F-box and WD repeat domain containing 9",0.339394573437422,4.71025947186542,2.55103809960106,0.0154460814906503,0.0379960080896333,-4.09918677717324
"TC0300007409.hg.1","TC0300007409.hg.1","SLC38A3","solute carrier family 38 member 3",0.299406250379737,5.21403337980279,2.55098263949348,0.0154481335986628,0.0379963035874064,-4.09930801306469
"TC1900008752.hg.1","TC1900008752.hg.1","ZNF813","zinc finger protein 813",-0.287173888948977,5.2732053325571,-2.55088298019668,0.0154518217735057,0.0380006225859119,-4.09952586399342
"TC1700011726.hg.1","TC1700011726.hg.1","HID1","HID1 domain containing",0.343067373798005,4.60715003230838,2.55076371073764,0.0154562367420688,0.0380067276827041,-4.09978657434627
"TC0200016509.hg.1","TC0200016509.hg.1",NA,NA,0.375572270024402,4.08181610572454,2.55055997243147,0.0154637811559118,0.0380205255648602,-4.10023190559711
"ERCCmix1step19","ERCCmix1step19",NA,NA,0.236398119128988,4.43706099042134,2.54986688880278,0.0154894713426335,0.0380789291119465,-4.10174666834377
"TC2200006520.hg.1","TC2200006520.hg.1","SLC25A18","solute carrier family 25 member 18",0.276579540914032,5.78228685960733,2.54950714041569,0.0155028214189104,0.0381069852325597,-4.1025328037301
"TC1700012188.hg.1","TC1700012188.hg.1","SENP3-EIF4A1","SENP3-EIF4A1 readthrough (NMD candidate)",0.34231596060035,6.09865970575788,2.54848030804921,0.0155409848356196,0.0381960195903688,-4.10477626379516
"TC0100015627.hg.1","TC0100015627.hg.1","PRKAB2","protein kinase AMP-activated non-catalytic subunit beta 2",-0.364461139361722,4.95648751908925,-2.54839323920635,0.0155442248184553,0.0381988930848039,-4.10496646686335
"TC0200013111.hg.1","TC0200013111.hg.1","DQX1","DEAQ-box RNA dependent ATPase 1",0.332198735670477,4.40259642311105,2.54834450552179,0.0155460385544705,0.0381988930848039,-4.10507292434368
"TC0800011249.hg.1","TC0800011249.hg.1","RNF19A","ring finger protein 19A, RBR E3 ubiquitin protein ligase",0.606744622145099,5.86667376862589,2.54810524355324,0.0155549460603668,0.0382160055177057,-4.10559556602415
"TC2000009618.hg.1","TC2000009618.hg.1","ANKRD60","ankyrin repeat domain 60",0.349669032792809,4.42301120196021,2.54802280160694,0.0155580163856824,0.0382187744513135,-4.1057756437927
"TC0100012898.hg.1","TC0100012898.hg.1","NPPB","natriuretic peptide B",0.260712996708272,5.78301224603383,2.54791076379153,0.0155621898212376,0.0382242521811264,-4.10602036145086
"TC0900007520.hg.1","TC0900007520.hg.1","SMC5","structural maintenance of chromosomes 5",-0.475749673725701,4.64155729323689,-2.54674011782965,0.015605858249163,0.0383267250482379,-4.10857690051298
"TC1700006709.hg.1","TC1700006709.hg.1","XAF1","XIAP associated factor 1",0.730576591194352,6.62443665003544,2.546660206458,0.015608843273108,0.0383292696531671,-4.10875138766508
"23072122","23072122",NA,NA,0.251947877594461,5.64546748460747,2.54628629443287,0.0156228174240406,0.0383507235791225,-4.10956777858642
"23072486","23072486",NA,NA,0.251947877594461,5.64546748460747,2.54628629443287,0.0156228174240406,0.0383507235791225,-4.10956777858642
"HTA2-pos-PSR04018345.hg.1","HTA2-pos-PSR04018345.hg.1",NA,NA,-0.200202668504606,7.68321363950894,-2.546229250433,0.0156249503303354,0.0383507235791225,-4.10969232002638
"TC1900007853.hg.1","TC1900007853.hg.1",NA,NA,0.328490509060842,5.49209554026544,2.54616575579534,0.0156273247442061,0.0383507235791225,-4.10983094261944
"HTA2-pos-PSR19002370.hg.1","HTA2-pos-PSR19002370.hg.1",NA,NA,0.308247909004171,7.03358515127896,2.54616561573069,0.0156273299823607,0.0383507235791225,-4.10983124840844
"TC0300012654.hg.1","TC0300012654.hg.1","TFDP2","transcription factor Dp-2",-0.289916191472262,5.68321387048132,-2.54560930803052,0.0156481475787476,0.0383945959373771,-4.11104568911785
"TC0800009735.hg.1","TC0800009735.hg.1","MTUS1","microtubule associated scaffold protein 1",0.386350877236301,5.98908869247955,2.54558355867259,0.0156491117625472,0.0383945959373771,-4.11110189659736
"HTA2-pos-PSR17013957.hg.1","HTA2-pos-PSR17013957.hg.1",NA,NA,0.258733274042051,5.15161677361039,2.54496283124542,0.0156723714065437,0.0384468664653231,-4.1124567471145
"TC1500009261.hg.1","TC1500009261.hg.1","SPG11","SPG11 vesicle trafficking associated, spatacsin",-0.334347053108494,6.43766745445274,-2.5448085389078,0.0156781579133961,0.0384562648644003,-4.11279348356224
"TC0600009868.hg.1","TC0600009868.hg.1","ARMT1","acidic residue methyltransferase 1",-0.480540092251138,4.98935503473282,-2.54474193521706,0.0156806563933019,0.0384575968683212,-4.1129388390143
"TC1900008906.hg.1","TC1900008906.hg.1","TMEM190","transmembrane protein 190",0.257960128866808,6.16559296422643,2.54460000160864,0.0156859819174933,0.0384658611435587,-4.11324858540141
"TC0800012299.hg.1","TC0800012299.hg.1","HOOK3","hook microtubule tethering protein 3",0.52215985811036,5.41551265308517,2.54400461874653,0.0157083395302411,0.0385158849945459,-4.11454778180664
"HTA2-pos-PSR12025167.hg.1","HTA2-pos-PSR12025167.hg.1",NA,NA,-0.441005415424627,4.77326992503928,-2.54388295254305,0.0157129118993211,0.0385222934834142,-4.11481324668573
"TC1200011699.hg.1","TC1200011699.hg.1","ARL1","ADP ribosylation factor like GTPase 1",-0.392913014386163,4.68317879959895,-2.54381514173038,0.0157154608457236,0.038523740303234,-4.114961200148
"TC1900009743.hg.1","TC1900009743.hg.1","TNPO2","transportin 2",-0.213026200510841,5.86433749210568,-2.54345564863975,0.0157289802091832,0.0385520754952649,-4.11574551795203
"TC0700013489.hg.1","TC0700013489.hg.1","ZNF775","zinc finger protein 775",0.327915969313615,6.65911799068118,2.54336344190855,0.015732449525317,0.0385557738086491,-4.11594667631063
"TC2200008467.hg.1","TC2200008467.hg.1","PLA2G3","phospholipase A2 group III",0.345713480107563,4.45722107187532,2.54291908645547,0.0157491784421654,0.0385919626740675,-4.11691601377551
"TC0800012185.hg.1","TC0800012185.hg.1","OPLAH","5-oxoprolinase, ATP-hydrolysing",0.267158718443695,5.91023939989769,2.54220254942394,0.0157761887715923,0.0386533330722443,-4.11847885944247
"TC1900010480.hg.1","TC1900010480.hg.1","SBSN","suprabasin",0.30741573883061,4.1193617005448,2.54210600207869,0.0157798314383517,0.0386549849481008,-4.11868941699596
"TC1700006574.hg.1","TC1700006574.hg.1",NA,NA,0.298891915243059,4.59744740647919,2.54208049516201,0.0157807939262878,0.0386549849481008,-4.11874504345325
"TC0600008229.hg.1","TC0600008229.hg.1","TFAP2D","transcription factor AP-2 delta",0.299377170529716,3.96313260787688,2.5419373602993,0.0157861960335979,0.0386634019169078,-4.11905719042122
"TC1200009085.hg.1","TC1200009085.hg.1","SRRM4","serine/arginine repetitive matrix 4",0.330514842419158,5.69986196407486,2.54177773324312,0.0157922225828552,0.0386687216601035,-4.11940528936571
"TC0Y00006444.hg.1","TC0Y00006444.hg.1","CSF2RA","colony stimulating factor 2 receptor subunit alpha",0.427077098878402,7.4504600071634,2.54177567189432,0.0157923004207022,0.0386687216601035,-4.11940978445521
"TC1900006684.hg.1","TC1900006684.hg.1","SHD","Src homology 2 domain containing transforming protein D",0.337508090262218,5.05647112610631,2.54171790345758,0.0157944819371177,0.0386692488805295,-4.11953575645307
"TC0X00007356.hg.1","TC0X00007356.hg.1","GNL3L","G protein nucleolar 3 like",-0.306234171140859,6.38321669365455,-2.54120506344197,0.0158138605177383,0.0387118738862782,-4.12065398951701
"TC0300014034.hg.1","TC0300014034.hg.1","COX17","cytochrome c oxidase copper chaperone COX17",0.372444978518596,5.5526736134531,2.54093307024196,0.015824147130904,0.0387322341784056,-4.12124700100074
"TC1400007285.hg.1","TC1400007285.hg.1","NAA30","N-alpha-acetyltransferase 30, NatC catalytic subunit",-0.260555257714161,6.07878345408204,-2.540522211771,0.0158396971977578,0.0387638517592165,-4.12214269119408
"TC0100018486.hg.1","TC0100018486.hg.1","CDC42SE1","CDC42 small effector 1",-0.273007675526099,9.39295813690929,-2.54048763240151,0.0158410065891505,0.0387638517592165,-4.12221807132433
"23076255","23076255",NA,NA,-0.421155226736212,4.85609648793093,-2.53997339656603,0.0158604905145359,0.0388067015363745,-4.12333898045215
"TC1900010696.hg.1","TC1900010696.hg.1","AKT2","AKT serine/threonine kinase 2",-0.361883535257425,6.66625317512965,-2.53969208011735,0.0158711586503487,0.0388279732773241,-4.12395211694665
"TC1200006657.hg.1","TC1200006657.hg.1","PTPN6","protein tyrosine phosphatase non-receptor type 6",-0.375212321065504,8.56732470880751,-2.53879493130965,0.015905224540763,0.0389064740103466,-4.12590716896501
"TC1800008977.hg.1","TC1800008977.hg.1","CD226","CD226 molecule",0.614406623781993,6.22043694488705,2.53859623948258,0.0159127782025037,0.0389201105470266,-4.12634009169513
"TC1700007429.hg.1","TC1700007429.hg.1","ANKRD13B","ankyrin repeat domain 13B",0.326660671966797,6.43460400251711,2.53839831433737,0.0159203059930802,0.0389336804235151,-4.12677132111997
"HTA2-pos-3517155_st","HTA2-pos-3517155_st",NA,NA,-0.238948810758615,9.33564651474005,-2.5383437669481,0.0159223811973177,0.0389339140877343,-4.12689016224669
"TC1100006656.hg.1","TC1100006656.hg.1","OR52K2","olfactory receptor family 52 subfamily K member 2",-0.454918282950525,5.9177599265972,-2.53790486901732,0.0159390877012398,0.038969920166619,-4.12784631601062
"TC0800009793.hg.1","TC0800009793.hg.1","SLC18A1","solute carrier family 18 member A1",0.338936278446613,4.84412009157727,2.53738654422629,0.0159588382949006,0.0390132193517249,-4.12897535962995
"TC1100009397.hg.1","TC1100009397.hg.1","SPA17","sperm autoantigenic protein 17",0.322142186538345,4.04832061704613,2.5373160468986,0.0159615263078481,0.0390132193517249,-4.12912890872677
"TC1100007944.hg.1","TC1100007944.hg.1","GPR137","G protein-coupled receptor 137",-0.312230637936921,5.67425075768286,-2.53728399477914,0.0159627485698546,0.0390132193517249,-4.12919871997762
"HTA2-pos-PSR01002141.hg.1","HTA2-pos-PSR01002141.hg.1",NA,NA,-0.249511437308139,7.22763037916676,-2.53670252816383,0.0159849369019993,0.0390625936942868,-4.13046508201333
"TC2200009348.hg.1","TC2200009348.hg.1","MIR659","microRNA 659",0.338969536967029,4.84457549326742,2.53656154894417,0.015990320828261,0.0390708957298309,-4.13077208761986
"TC1300006652.hg.1","TC1300006652.hg.1","CDK8","cyclin dependent kinase 8",-0.440417340568173,4.82829967198318,-2.53586747515787,0.0160168514502176,0.0391308593132211,-4.13228337970685
"TC0100009199.hg.1","TC0100009199.hg.1","MFSD14A","major facilitator superfamily domain containing 14A",0.287214268595368,7.67218461549082,2.53565741758909,0.0160248887597881,0.0391442073923154,-4.13274070860136
"TC1700007016.hg.1","TC1700007016.hg.1","TRPV2","transient receptor potential cation channel subfamily V member 2",-0.286311490614501,6.54689530497894,-2.53562065620291,0.0160262957198822,0.0391442073923154,-4.13282074137386
"TC0300007065.hg.1","TC0300007065.hg.1","DLEC1","DLEC1 cilia and flagella associated protein",-0.370300972857087,4.24677690436984,-2.5353505199134,0.016036638064007,0.0391646045951603,-4.13340882772563
"TC0600007862.hg.1","TC0600007862.hg.1","PIM1","Pim-1 proto-oncogene, serine/threonine kinase",-0.517757410250338,9.1685241833454,-2.53519045103038,0.0160427692970378,0.0391747136534445,-4.13375727743943
"TC0100013305.hg.1","TC0100013305.hg.1","FUCA1","alpha-L-fucosidase 1",-0.31196265548207,5.40833227102285,-2.53453296527097,0.016067976030349,0.0392313947348074,-4.13518838435317
"TC0600008212.hg.1","TC0600008212.hg.1","C6orf141","chromosome 6 open reading frame 141",0.302122549383639,5.5727642424721,2.5342700223229,0.0160780669308585,0.0392482684805372,-4.13576064489313
"TC1000007427.hg.1","TC1000007427.hg.1","ZNF485","zinc finger protein 485",0.26875007989533,6.68414488878559,2.5342488872106,0.016078878280759,0.0392482684805372,-4.13580664092116
"TC1300009810.hg.1","TC1300009810.hg.1","ANKRD10","ankyrin repeat domain 10",0.258156221284958,7.40498015157117,2.53390947886988,0.0160919128828288,0.0392752110531885,-4.13654525457854
"23076216","23076216",NA,NA,-0.382428680578313,6.50724580540092,-2.53326535180852,0.0161166765516601,0.039330770286822,-4.13794680657041
"TC1400010574.hg.1","TC1400010574.hg.1","BCL2L2-PABPN1","BCL2L2-PABPN1 readthrough",0.313378036598284,5.70593565244353,2.53315269313956,0.0161210113431028,0.0393364677524568,-4.1381919150255
"TC1200007590.hg.1","TC1200007590.hg.1","AQP2","aquaporin 2",0.301300453106445,5.46429031539168,2.53263916804459,0.0161407839201606,0.0393798284775833,-4.13930908418765
"TC1700012027.hg.1","TC1700012027.hg.1","TEPSIN","TEPSIN adaptor related protein complex 4 accessory protein",-0.311830554970979,6.10834533334569,-2.53252953544901,0.0161450080553773,0.0393852485022458,-4.13954756899824
"TC0200013541.hg.1","TC0200013541.hg.1","SEMA4C","semaphorin 4C",-0.329950929571207,4.96649728395361,-2.53244056832956,0.0161484366973942,0.0393864394162553,-4.13974109485776
"HTA2-pos-3343126_st","HTA2-pos-3343126_st",NA,NA,-0.437668716182044,7.44372065740626,-2.53241294022254,0.0161495015738386,0.0393864394162553,-4.13980119200033
"TC0600012428.hg.1","TC0600012428.hg.1","UBE3D","ubiquitin protein ligase E3D",-0.383175960211103,4.88311154827918,-2.53197529704674,0.0161663783558073,0.0394227108646823,-4.14075310177637
"TC0300011203.hg.1","TC0300011203.hg.1","DCP1A","decapping mRNA 1A",0.372827254724623,4.19315441787226,2.53112845062778,0.0161990811797303,0.0394975613143758,-4.142594745141
"23067843","23067843",NA,NA,0.228183482108395,5.00759520810591,2.53100080030853,0.01620401593919,0.0395012402565873,-4.1428723110042
"TC1700006630.hg.1","TC1700006630.hg.1","SMTNL2","smoothelin like 2",0.382028771635353,4.97169000090049,2.53094322496624,0.016206242162416,0.0395012402565873,-4.14299750107667
"TC0100007786.hg.1","TC0100007786.hg.1","AGO1","argonaute RISC component 1",-0.415922952239077,6.83346169761228,-2.53093356951523,0.0162066155300963,0.0395012402565873,-4.14301849540631
"TC1000009844.hg.1","TC1000009844.hg.1","SEPHS1","selenophosphate synthetase 1",-0.35224191397124,4.63603769941831,-2.530398630841,0.0162273134730566,0.0395467873698395,-4.14418155435816
"TC1300006879.hg.1","TC1300006879.hg.1","CCNA1","cyclin A1",0.437881158654507,4.74820601903101,2.53031676414878,0.0162304832137959,0.0395496113698084,-4.14435953347483
"TC0400010715.hg.1","TC0400010715.hg.1","CHIC2","cysteine rich hydrophobic domain 2",0.51882355840868,5.88446741406876,2.53009955238219,0.0162388960429921,0.0395652091770969,-4.14483173537192
"TC0500012501.hg.1","TC0500012501.hg.1","CCDC69","coiled-coil domain containing 69",0.270556425190478,6.33217243191961,2.52996054663601,0.0162442819749399,0.0395734291590665,-4.14513390887417
"TC1400007628.hg.1","TC1400007628.hg.1","PSEN1","presenilin 1",0.283220612971383,7.72828651017696,2.52885430801665,0.0162872029010032,0.039673076474366,-4.1475382709166
"TC0X00011318.hg.1","TC0X00011318.hg.1",NA,NA,0.320122036678471,5.54535361602925,2.52821711160504,0.0163119726895712,0.039728491255207,-4.14892286574854
"TC1100013119.hg.1","TC1100013119.hg.1","IFITM5","interferon induced transmembrane protein 5",0.343225081647945,5.48094139878421,2.52803123026266,0.0163192049814816,0.0397411842955422,-4.14932673163241
"TC0100014930.hg.1","TC0100014930.hg.1",NA,NA,-0.626678528981155,4.42509729427258,-2.52771215342211,0.0163316265206349,0.03976283871889,-4.15001994540911
"TC1900007355.hg.1","TC1900007355.hg.1","CCDC124","coiled-coil domain containing 124",0.344395872265771,6.4374594601789,2.52768043265683,0.0163328618719522,0.03976283871889,-4.15008885744578
"TC0800012245.hg.1","TC0800012245.hg.1","ZNF250","zinc finger protein 250",-0.244021816632137,4.76604972868194,-2.52764703796622,0.0163341625062242,0.03976283871889,-4.15016140538039
"TC2000007864.hg.1","TC2000007864.hg.1","PCK1","phosphoenolpyruvate carboxykinase 1",0.309020283495037,5.7167201468293,2.52739345544757,0.0163440419718408,0.0397819645371527,-4.15071227673391
"TC0200016476.hg.1","TC0200016476.hg.1","WBP1","WW domain binding protein 1",-0.246393252419365,8.56065048137881,-2.52713531636958,0.0163541045913199,0.0398015313695693,-4.15127300798204
"23075835","23075835",NA,NA,-0.328038014630856,4.75123706143892,-2.52706918564578,0.0163566833733776,0.0398028819480596,-4.15141665127333
"HTA2-pos-PSR01050374.hg.1","HTA2-pos-PSR01050374.hg.1",NA,NA,0.355679139676187,5.43950750728622,2.52698302015613,0.0163600439753957,0.0398061344629601,-4.15160380847323
"TC0X00006446.hg.1","TC0X00006446.hg.1","CSF2RA","colony stimulating factor 2 receptor subunit alpha",0.464692476415976,6.87450253565998,2.52630596695015,0.0163864722710785,0.0398655059568655,-4.15307426234012
"TC0600006836.hg.1","TC0600006836.hg.1","LY86","lymphocyte antigen 86",-0.521781375810916,7.30268584963127,-2.52616886748893,0.0163918286196386,0.0398736046335722,-4.15337198836106
"TC0200006648.hg.1","TC0200006648.hg.1","IAH1","isoamyl acetate hydrolyzing esterase 1 (putative)",-0.384957428829042,6.24668905629515,-2.52595501597516,0.0164001868072861,0.0398888397328201,-4.15383636767751
"TC0100018262.hg.1","TC0100018262.hg.1","GSTM2","glutathione S-transferase mu 2",-0.401947584374142,5.94274882329583,-2.52585867528683,0.0164039534711626,0.0398888397328201,-4.15404556309054
"TC0100008106.hg.1","TC0100008106.hg.1","BTBD19","BTB domain containing 19",0.343833518838736,5.15980609687187,2.52585297597946,0.0164041763237428,0.0398888397328201,-4.15405793847011
"TC1700010800.hg.1","TC1700010800.hg.1","MPP3","MAGUK p55 scaffold protein 3",0.339827580012764,4.95407780908609,2.5255785895392,0.0164149085857836,0.0399100021209799,-4.15465371408723
"TC1000010312.hg.1","TC1000010312.hg.1",NA,NA,0.319181588773274,4.46252644737341,2.52547729963736,0.0164188720340229,0.0399147041153434,-4.15487363385657
"TC1900011820.hg.1","TC1900011820.hg.1","ZNF551","zinc finger protein 551",-0.328409914364538,5.28320905085737,-2.52534812507615,0.0164239278759605,0.0399220602566451,-4.15515408785986
"TC1500010888.hg.1","TC1500010888.hg.1","PARP6","poly(ADP-ribose) polymerase family member 6",0.312179709383643,6.10977452797598,2.5252222034023,0.0164288577761537,0.0399291084878416,-4.1554274700529
"TC1900011857.hg.1","TC1900011857.hg.1","NDUFA7","NADH:ubiquinone oxidoreductase subunit A7",0.326676583808466,5.57437118301641,2.52487973489675,0.016442272468419,0.0399567740808597,-4.15617093926139
"TC0700012228.hg.1","TC0700012228.hg.1","LAMB4","laminin subunit beta 4",0.266260622902413,4.30452186431286,2.52470567871559,0.0164490942025739,0.0399684131062541,-4.15654877374527
"TC1500006999.hg.1","TC1500006999.hg.1","NUSAP1","nucleolar and spindle associated protein 1",0.339503063645388,5.080079309123,2.5238194002763,0.0164838701544391,0.0400426320081175,-4.15847239823668
"TC1900010037.hg.1","TC1900010037.hg.1","SUGP2","SURP and G-patch domain containing 2",-0.337735913866845,5.02850379998963,-2.52377639670331,0.0164855592510279,0.0400426320081175,-4.15856572372622
"TC0X00007196.hg.1","TC0X00007196.hg.1","WDR13","WD repeat domain 13",0.284624773438528,6.45467825304729,2.52377161032741,0.0164857472603716,0.0400426320081175,-4.15857611095608
"TC0900009043.hg.1","TC0900009043.hg.1","GFI1B","growth factor independent 1B transcriptional repressor",0.570562788007718,6.64601248736486,2.52356670051041,0.0164937979844101,0.0400572394368231,-4.15902078669022
"TC1700008886.hg.1","TC1700008886.hg.1","SLC16A5","solute carrier family 16 member 5",0.256030772527032,6.59381626357975,2.52253589781237,0.0165343520432566,0.0401507719020531,-4.16125736374142
"TC0200016626.hg.1","TC0200016626.hg.1","MBOAT2","membrane bound O-acyltransferase domain containing 2",0.49567058111756,7.01854845473437,2.52241149590515,0.0165392524707356,0.0401577133755504,-4.16152724187505
"TC1700010827.hg.1","TC1700010827.hg.1",NA,NA,0.673197018539645,6.23037555526166,2.52198252358331,0.0165561607260579,0.0401846308050412,-4.16245778715283
"TC0400010033.hg.1","TC0400010033.hg.1","WDR1","WD repeat domain 1",0.28279563004347,8.71535843294053,2.52197820582607,0.0165563309941705,0.0401846308050412,-4.16246715287066
"TC1500009984.hg.1","TC1500009984.hg.1","NPTN","neuroplastin",0.33082806774514,7.85230872071351,2.52197472222525,0.0165564683690064,0.0401846308050412,-4.16247470919821
"HTA2-pos-2942414_st","HTA2-pos-2942414_st",NA,NA,0.464527360417772,6.85488306667561,2.52101947237301,0.0165941778636117,0.0402711865799175,-4.16454648699421
"TC0X00008249.hg.1","TC0X00008249.hg.1","SLC25A5","solute carrier family 25 member 5",0.261316696929431,7.28482315875999,2.52084169804157,0.0166012043821316,0.0402832679313241,-4.1649319909302
"TC2200007271.hg.1","TC2200007271.hg.1","NCF4","neutrophil cytosolic factor 4",0.380270280335241,8.87586872115088,2.52042361235413,0.0166177399486501,0.0403184174155072,-4.16583853748913
"TC1100009950.hg.1","TC1100009950.hg.1","OR56A5","olfactory receptor family 56 subfamily A member 5",0.36397898650328,4.00963494227947,2.52034393900324,0.0166208927958718,0.040321092712028,-4.16601128376611
"TC1700008135.hg.1","TC1700008135.hg.1","TBX21","T-box transcription factor 21",-0.377538321388151,5.85154571270364,-2.52027159141371,0.0166237562221539,0.0403230653208068,-4.16616814324211
"TC0X00006839.hg.1","TC0X00006839.hg.1","MAGEB6","MAGE family member B6",0.298658978905123,4.60459149499292,2.52020815165499,0.0166262674600746,0.0403241832701057,-4.16630568679848
"TC1900011851.hg.1","TC1900011851.hg.1","NDUFA11","NADH:ubiquinone oxidoreductase subunit A11",-0.274254654621422,6.8450608605399,-2.52006008797814,0.0166321298563664,0.0403334276060614,-4.16662669405231
"TC0500007421.hg.1","TC0500007421.hg.1","MTREX","Mtr4 exosome RNA helicase",0.408564801156015,5.69934200848912,2.51996545642764,0.0166358776674407,0.0403375423604434,-4.16683185185092
"23072316","23072316",NA,NA,0.372527835316716,4.29670453644679,2.51987771631158,0.0166393532404949,0.0403409960775164,-4.16702206457982
"TC2000006576.hg.1","TC2000006576.hg.1","PRNP","prion protein",0.247094825275694,7.05088424646728,2.5197530516716,0.0166442926180835,0.0403479974016823,-4.1672923186184
"TC1700007771.hg.1","TC1700007771.hg.1","GSDMA","gasdermin A",0.343188081482229,5.5363781321782,2.51951341391965,0.0166537911595909,0.040366047662765,-4.16781179135426
"TC1000010496.hg.1","TC1000010496.hg.1","LOC102724323","uncharacterized LOC102724323",0.363238692241449,4.38896950546416,2.51928290006432,0.0166629327476325,0.0403832283854205,-4.16831145408362
"TC0600011805.hg.1","TC0600011805.hg.1","USP49","ubiquitin specific peptidase 49",0.305321426199211,4.71073794477193,2.51894191262574,0.0166764638742407,0.0404110417711547,-4.16905052267403
"TSUnmapped00000151.hg.1","TSUnmapped00000151.hg.1",NA,NA,0.268011164006175,6.13817153689235,2.51887428291904,0.0166791487660712,0.0404125685329953,-4.16919709766382
"TC1700007381.hg.1","TC1700007381.hg.1","SUPT6H","SPT6 homolog, histone chaperone and transcription elongation factor",-0.321213778366662,7.83470467351565,-2.51836910595753,0.0166992167797313,0.0404562079831209,-4.17029189128855
"TC2100006922.hg.1","TC2100006922.hg.1","EVA1C","eva-1 homolog C",-0.375620044842305,4.67094755874225,-2.51825064549885,0.0167039257924026,0.0404626319200865,-4.17054859106799
"TC1600006601.hg.1","TC1600006601.hg.1","DNASE1L2","deoxyribonuclease 1 like 2",0.332346414808987,4.25242525821548,2.5176629310737,0.0167273064937513,0.0405024563267369,-4.17182202652584
"TC1600007366.hg.1","TC1600007366.hg.1","SH2B1","SH2B adaptor protein 1",-0.334871568999279,5.42609562240272,-2.51765172570771,0.0167277525617344,0.0405024563267369,-4.17184630388437
"TC0200016774.hg.1","TC0200016774.hg.1","ABCB6","ATP binding cassette subfamily B member 6 (Langereis blood group)",0.26357443201654,4.2478945499152,2.51763813290583,0.0167282936844254,0.0405024563267369,-4.17187575372272
"TC0300008702.hg.1","TC0300008702.hg.1","MCM2","minichromosome maintenance complex component 2",0.300820788374422,5.57236736877741,2.51763034079052,0.0167286038919044,0.0405024563267369,-4.1718926358839
"23069181","23069181",NA,NA,0.260257974059529,9.94562488857956,2.51736021325541,0.0167393610477705,0.0405235122755419,-4.17247786400825
"HTA2-pos-3581353_st","HTA2-pos-3581353_st",NA,NA,-0.269417935519684,7.18925659716793,-2.51712716349584,0.0167486467704239,0.0405410013580216,-4.17298272917574
"TC0500012497.hg.1","TC0500012497.hg.1","TNIP1","TNFAIP3 interacting protein 1",0.283888545390774,8.13204627214529,2.51686179658251,0.0167592259014319,0.0405584126854862,-4.17355756551125
"TC1100010732.hg.1","TC1100010732.hg.1","MYBPC3","myosin binding protein C3",0.392150212373471,5.06416423572141,2.5168432777702,0.0167599644020413,0.0405584126854862,-4.17359767931756
"TC2200008033.hg.1","TC2200008033.hg.1","DGCR6L","DiGeorge syndrome critical region gene 6 like",0.268245195017126,5.08903474784959,2.51657517330028,0.016770659323283,0.0405770385535749,-4.17417840086232
"TC1800008338.hg.1","TC1800008338.hg.1","KCTD1","potassium channel tetramerization domain containing 1",-0.287019458558657,4.59338873272692,-2.51654689877823,0.0167717875833635,0.0405770385535749,-4.1742396417845
"TC0700006945.hg.1","TC0700006945.hg.1","PALS2","protein associated with LIN7 2, MAGUK p55 family member",0.383795485601726,4.31830740075602,2.51618849963119,0.0167860950953352,0.0406027252706377,-4.17501587222051
